城市,名称,链接,户型,面积,朝向,楼层,装修,小区,区域,总价,单价,建成时间,发布时间,关注,其他信息
上海,中环内次新房人车分流小区，单价9+万，大客厅、诚意售,https://sh.lianjia.com/ershoufang/107106136424.html,3室2厅,176.97平米,南,低楼层(共33层),毛坯,明园森林都市涵翠苑,大宁, 1580万,"89,281元/平",2013年建,7个月以前发布,22人关注,塔楼、VR看装修、随时看房
上海,税费少  中间楼层  南北通透  采光良好,https://sh.lianjia.com/ershoufang/107106505837.html,2室1厅,82.61平米,北 南,中楼层(共6层),简装,建银曙光小区,大宁, 715万,"86,552元/平",1996年建,4个月以前发布,15人关注,板楼、近地铁、VR看装修、随时看房
上海,大宁板块，近地铁，成熟社区，位置安静，看房方便,https://sh.lianjia.com/ershoufang/107105554707.html,1室1厅,35.93平米,南,低楼层(共6层),简装,共和新路2203弄,大宁, 315万,"87,671元/平",2011年建,11个月以前发布,16人关注,板楼、近地铁、VR看装修、房本满五年、随时看房
上海,房龄新 电梯房 全明户型 采光好,https://sh.lianjia.com/ershoufang/107107369023.html,2室1厅,64.94平米,南,低楼层(共21层),简装,大宁龙盛雅苑,大宁, 720万,"110,872元/平",2012年建,29天以前发布,0人关注,板楼、近地铁、VR看装修
上海,户型正气楼层佳 采光充足 近地铁出行方便,https://sh.lianjia.com/ershoufang/107106676331.html,1室0厅,36.89平米,南,中楼层(共6层),简装,宁馨小区,大宁, 340万,"92,166元/平",1992年建,4个月以前发布,7人关注,板楼、近地铁、VR房源、房本满五年
上海,附加.4平，2007年竣工，大宁核芯，配套成熟，有钥匙,https://sh.lianjia.com/ershoufang/107106373239.html,1室1厅,42.8平米,南,低楼层(共6层),简装,共和新路2203弄,大宁, 360万,"84,113元/平",2007年建,5个月以前发布,5人关注,板楼、近地铁、VR看装修、房本满五年
上海,地铁上建，商场三甲医院公园都在家门口，地段无笛！,https://sh.lianjia.com/ershoufang/107106373284.html,1室1厅,42.17平米,南,高楼层(共6层),简装,延长路265弄,大宁, 350万,"82,998元/平",1976年建,5个月以前发布,0人关注,板楼、近地铁、VR看装修、房本满五年
上海,两房户型，单价低，采光好，装修好，拎包入住,https://sh.lianjia.com/ershoufang/107107143328.html,2室1厅,38.93平米,北,高楼层(共6层),简装,延长中路451弄,大宁, 310万,"79,631元/平",1987年建,1个月以前发布,10人关注,板楼、近地铁、VR看装修、房本满五年
上海,笋盘慧芝湖三期 满五年V一使用面积多 龙湖物业管理好,https://sh.lianjia.com/ershoufang/107106917336.html,2室2厅,73.08平米,南,低楼层(共31层),精装,慧芝湖花园（三期）,大宁, 936万,"128,079元/平",2011年建,3个月以前发布,9人关注,板楼、近地铁、VR看装修、房本满五年
上海,户型方正，楼层佳，近地铁一号线，满五年一套，税少,https://sh.lianjia.com/ershoufang/107106559309.html,2室1厅,63.28平米,南 北,低楼层(共6层),精装,共和新路2203弄,大宁, 570万,"90,076元/平",2014年建,4个月以前发布,27人关注,板楼、近地铁、VR看装修、房本满五年
上海,朝南通风采光好 x区没用过 精装修 纵享优雅生活气息,https://sh.lianjia.com/ershoufang/107107210679.html,1室1厅,34.87平米,南,高楼层(共6层),精装,洛川中路1100弄,大宁, 295万,"84,600元/平",1985年建,1个月以前发布,1人关注,板楼、VR看装修、房本满五年
上海,大宁板块，全明户型，南北双阳台两房，车位充足,https://sh.lianjia.com/ershoufang/107106746166.html,2室2厅,89.92平米,南,低楼层(共24层),精装,悦公馆(永和东路),大宁, 1145万,"127,336元/平",2010年建,3个月以前发布,1人关注,板楼、VR看装修、房本满两年
上海,久光对过全明户型，光照足，少税费，自住出租都不错哦,https://sh.lianjia.com/ershoufang/107106849122.html,1室1厅,36.04平米,南 北,高楼层(共6层),精装,上工新村,大宁, 295万,"81,854元/平",1979年建,3个月以前发布,10人关注,板楼、近地铁、VR看装修、房本满五年
上海,新降价 业主炒鸡诚意出售 装修保养好 出租自住均合适,https://sh.lianjia.com/ershoufang/107105581125.html,1室1厅,38.65平米,南,低楼层(共6层),精装,粤秀苑,大宁, 340万,"87,969元/平",1996年建,11个月以前发布,11人关注,板楼、VR看装修、房本满五年
上海,朝南有小院，临河而居，南北向通风好，采光足，配套全,https://sh.lianjia.com/ershoufang/107106463734.html,2室2厅,91.36平米,南,7层,简装,利丰苑,大宁, 768万,"84,064元/平",1999年建,5个月以前发布,25人关注,板楼、VR房源、房本满五年
上海,售后公房满五年税费少+南北通透全明户型+配套齐全,https://sh.lianjia.com/ershoufang/107106416426.html,2室1厅,61.95平米,南 北,高楼层(共6层),简装,宁和小区,大宁, 558万,"90,073元/平",1995年建,5个月以前发布,13人关注,板楼、近地铁、VR看装修、房本满五年
上海,精装修 南北通透大两房 灵石公园旁 采光视野好,https://sh.lianjia.com/ershoufang/107106350869.html,2室2厅,88.02平米,南 北,高楼层(共6层),精装,广茂苑,大宁, 690万,"78,392元/平",1998年建,5个月以前发布,10人关注,板楼、VR房源、房本满五年
上海,3改2户型，中间楼层，高得房率，近地铁，双南洋房,https://sh.lianjia.com/ershoufang/107105787225.html,2室1厅,66.68平米,南 北,中楼层(共7层),简装,宁馨小区,大宁, 590万,"88,483元/平",1992年建,9个月以前发布,8人关注,板楼、近地铁、VR看装修、房本满五年
上海,小户型，低总价，楼层好，诚意出售,https://sh.lianjia.com/ershoufang/107106928279.html,1室1厅,41.17平米,南,中楼层(共6层),简装,谈家桥路80弄,大宁, 286万,"69,469元/平",1986年建,2个月以前发布,4人关注,板楼、VR看装修、房本满五年
上海,双南户型，边套全明户型，采光视野好，市场价挂牌,https://sh.lianjia.com/ershoufang/107106527288.html,2室1厅,60.02平米,南,高楼层(共6层),简装,柳营路1025弄,大宁, 468万,"77,975元/平",1985年建,4个月以前发布,9人关注,板楼、VR看装修、房本满五年
上海,高楼层豪的化装修，可以拎包入住，有固定车位，税费少,https://sh.lianjia.com/ershoufang/107107150468.html,1室2厅,79.12平米,南,高楼层(共31层),精装,慧芝湖花园（三期）,大宁, 1000万,"126,391元/平",2011年建,1个月以前发布,2人关注,板楼、近地铁、VR看装修、房本满五年
上海,广中西路818弄 南北通透 精装修一房 公园旁 地铁在建,https://sh.lianjia.com/ershoufang/107106894033.html,1室1厅,44.56平米,南 西北,低楼层(共6层),精装,广中西路818弄,大宁, 370万,"83,035元/平",1993年建,3个月以前发布,8人关注,板楼、VR看装修、房本满两年
上海,二期花园位置，精装修大两房，南北通，带院子,https://sh.lianjia.com/ershoufang/107106756344.html,2室1厅,89.75平米,南,低楼层(共14层),精装,新梅共和城,大宁, 950万,"105,850元/平",2004年建,3个月以前发布,1人关注,板楼、近地铁、VR看装修、房本满五年
上海,《93年公房》《单价低》《Ⅱ楼适合老人》《边套全明》,https://sh.lianjia.com/ershoufang/107105793750.html,1室1厅,49.53平米,南,低楼层(共6层),简装,上大东村,大宁, 350万,"70,665元/平",1993年建,9个月以前发布,6人关注,板楼、近地铁、VR看装修、房本满五年
上海,此房满五年唯壹，地铁840米，菜场旁边，视野无遮挡,https://sh.lianjia.com/ershoufang/107105317394.html,1室1厅,41.17平米,南,中楼层(共6层),简装,谈家桥路80弄,大宁, 300万,"72,869元/平",1986年建,一年前发布,9人关注,板楼、VR看装修、房本满五年
上海,楼层三楼 一房一厅 可过渡自住 价格好谈 欢迎看房,https://sh.lianjia.com/ershoufang/107107000387.html,1室1厅,47平米,南,中楼层(共6层),毛坯,柳营路1025弄,大宁, 349万,"74,256元/平",1987年建,2个月以前发布,2人关注,板楼、VR看装修、房本满五年
上海,延铁小区 2室1厅 南 北,https://sh.lianjia.com/ershoufang/107107238953.html,2室1厅,52.36平米,南 北,中楼层(共6层),简装,延铁小区,大宁, 468万,"89,382元/平",1988年建,1个月以前发布,2人关注,板楼、近地铁、VR房源、房本满两年
上海,此房近地铁，中间楼层，采光视野好，配套齐全。,https://sh.lianjia.com/ershoufang/107106908740.html,1室1厅,47.06平米,南,中楼层(共7层),简装,上大东村,大宁, 300万,"63,749元/平",1994年建,3个月以前发布,6人关注,板楼、近地铁、VR看装修、房本满五年
上海,南北户型，业主诚意出售，近地铁，大宁商圈，满5年,https://sh.lianjia.com/ershoufang/107105729079.html,2室2厅,100.35平米,南,低楼层(共14层),简装,崇文园,大宁, 1050万,"104,634元/平",2004年建,10个月以前发布,14人关注,板楼、近地铁、VR看装修、房本满五年
上海,大宁久光旁+背靠灵石公园+采光无遮挡+业主诚意卖,https://sh.lianjia.com/ershoufang/107106902509.html,1室1厅,45.54平米,南,高楼层(共6层),简装,宁和小区,大宁, 425万,"93,325元/平",1992年建,3个月以前发布,3人关注,板楼、近地铁、VR看装修、房本满五年
上海,静安大宁板块儿南北两房，配套成熟,https://sh.lianjia.com/ershoufang/107106706683.html,2室1厅,44.93平米,南,高楼层(共5层),精装,上工新村,大宁, 405万,"90,141元/平",1983年建,3个月以前发布,6人关注,板楼、近地铁、VR看装修、房本满五年
上海,10年次新 满五 V一   地铁200米  旁边久光  复式,https://sh.lianjia.com/ershoufang/107107053816.html,4室2厅,101.75平米,南,高楼层(共6层),精装,共和新路2203弄,大宁, 1050万,"103,195元/平",2010年建,2个月以前发布,3人关注,板楼、近地铁、VR看装修、房本满五年
上海,户型正气三房两厅两卫 一梯两户 电梯小洋房 诚意出售,https://sh.lianjia.com/ershoufang/107106833461.html,3室2厅,118.93平米,南,低楼层(共7层),精装,歌林春天馨园,大宁, 1299万,"109,224元/平",2003年建,3个月以前发布,10人关注,板楼、VR看装修、房本满五年
上海,大宁新村南北通全明户型客厅带窗,https://sh.lianjia.com/ershoufang/107106649684.html,2室1厅,53.3平米,南 北 西,高楼层(共7层),精装,大宁新村,大宁, 442万,"82,927元/平",1989年建,4个月以前发布,11人关注,板楼、近地铁、VR看装修、房本满五年
上海,1号线 精装满五年 南北通两房,https://sh.lianjia.com/ershoufang/107107122919.html,2室1厅,47.56平米,南 北,高楼层(共6层),精装,谈家桥路80弄,大宁, 370万,"77,797元/平",1986年建,2个月以前发布,1人关注,板楼、VR看装修、房本满五年
上海,满五税费少 房龄新 品质小区 房型好,https://sh.lianjia.com/ershoufang/107104908612.html,2室1厅,90.8平米,南,低楼层(共6层),简装,和源祥邸珑庭,大宁, 958万,"105,507元/平",2011年建,一年前发布,64人关注,板楼、VR房源、房本满五年
上海,3房南北户型+不是顶楼+采光好视野好+位置安静近地铁,https://sh.lianjia.com/ershoufang/107107333531.html,3室1厅,66.7平米,南 北,高楼层(共6层),精装,上大东村,大宁, 510万,"76,462元/平",1991年建,1个月以前发布,3人关注,板楼、近地铁、VR看装修、房本满五年
上海,精装修，户型全明，视野开阔，采光充足，配套齐全。,https://sh.lianjia.com/ershoufang/107106846455.html,2室1厅,61.46平米,南 北,高楼层(共7层),精装,上大东村,大宁, 410万,"66,711元/平",1994年建,3个月以前发布,8人关注,板楼、近地铁、VR看装修、房本满五年
上海,满五且1，售后公房，有小院，户型好，近地铁，配套齐,https://sh.lianjia.com/ershoufang/107107311991.html,2室1厅,55.19平米,南,低楼层(共6层),简装,上工新村,大宁, 460万,"83,349元/平",1985年建,1个月以前发布,2人关注,板楼、近地铁、VR看装修、房本满五年
上海,近地铁，税费少，精装修，诚意出售、、,https://sh.lianjia.com/ershoufang/107106623931.html,2室2厅,103.38平米,南,中楼层(共23层),简装,中山北路831弄,大宁, 720万,"69,646元/平",1997年建,4个月以前发布,8人关注,塔楼、VR看装修、房本满五年
上海,门店主推：业主急售，地铁口的房子，2房，拎包住,https://sh.lianjia.com/ershoufang/107106642764.html,2室0厅,45.33平米,南,高楼层(共6层),简装,共和新路1200弄,大宁, 280万,"61,770元/平",1975年建,4个月以前发布,45人关注,板楼、近地铁、VR看装修、房本满五年
上海,前排楼栋离开很远，阳台看出去都是植物，闹中取静，,https://sh.lianjia.com/ershoufang/107106659300.html,2室2厅,88.3平米,南,低楼层(共24层),简装,慧芝湖花园（一二期）,大宁, 1070万,"121,178元/平",2009年建,4个月以前发布,11人关注,板楼、VR看装修、房本满五年
上海,满五售后公房+楼层佳+双南+配套齐全+近地铁交通方便,https://sh.lianjia.com/ershoufang/107106419598.html,2室1厅,60.71平米,南,低楼层(共6层),简装,上工新村,大宁, 485万,"79,888元/平",1979年建,5个月以前发布,4人关注,板楼、近地铁、VR看装修、房本满五年
上海,内环旁刚需好房，附搭天井，户型方正，得房率高,https://sh.lianjia.com/ershoufang/107106146574.html,1室1厅,34平米,南,低楼层(共6层),精装,谈家桥路80弄,大宁, 245万,"72,059元/平",1986年建,7个月以前发布,14人关注,板楼、VR看装修、房本满两年
上海,新，悦公馆，复式挑高4.5米，一号线2+1三房，车位充足,https://sh.lianjia.com/ershoufang/107106966826.html,2室2厅,94.44平米,南 北,低楼层(共14层),精装,悦公馆(永和东路),大宁, 1120万,"118,594元/平",2010年建,2个月以前发布,10人关注,板楼、近地铁、VR房源、房本满五年
上海,谈家桥路163弄 2室1厅 南 北,https://sh.lianjia.com/ershoufang/107106868333.html,2室1厅,54.18平米,南 北,高楼层(共6层),其他,谈家桥路163弄,大宁, 420万,"77,520元/平",1987年建,3个月以前发布,0人关注,板楼、VR房源、房本满五年
上海,1号线延长路地铁口，中间楼层，小户型，售后公房诚售,https://sh.lianjia.com/ershoufang/107106943918.html,1室1厅,40.64平米,南,中楼层(共6层),简装,上工新村,大宁, 335万,"82,432元/平",1982年建,2个月以前发布,7人关注,板楼、近地铁、VR看装修、房本满五年
上海,全南两房&高区视野开阔&业主诚意出售&税费低！,https://sh.lianjia.com/ershoufang/107106368852.html,2室1厅,86.72平米,南,高楼层(共24层),简装,明园森林都市滴翠苑,大宁, 870万,"100,323元/平",2007年建,5个月以前发布,7人关注,板楼、VR看装修、房本满五年
上海,近公园，近久光，近地铁，满五 V  一,https://sh.lianjia.com/ershoufang/107107242090.html,2室2厅,94.06平米,南,低楼层(共14层),精装,新梅共和城,大宁, 990万,"105,252元/平",2002年建,1个月以前发布,3人关注,板楼、近地铁、VR看装修、房本满五年
上海,近公园，近久光，近地铁，满五 V  一,https://sh.lianjia.com/ershoufang/107107242090.html,2室2厅,94.06平米,南,低楼层(共14层),精装,新梅共和城,大宁, 990万,"105,252元/平",2002年建,1个月以前发布,3人关注,板楼、近地铁、VR看装修、房本满五年
上海,共和新路1280弄 1室1厅 南,https://sh.lianjia.com/ershoufang/107107215226.html,1室1厅,47.06平米,南,中楼层(共6层),精装,共和新路1280弄,大宁, 350万,"74,374元/平",1994年建,1个月以前发布,0人关注,板楼、近地铁、VR看装修、房本满五年
上海,满五年，南北通边套全明户型，看房方便，诚意出售,https://sh.lianjia.com/ershoufang/107106742849.html,2室1厅,50.2平米,南 北,低楼层(共6层),精装,洛川中路1100弄,大宁, 408万,"81,275元/平",1982年建,3个月以前发布,5人关注,板楼、VR看装修、房本满五年
上海,3年前精装修，小区安静位置，90年房龄，双南两房,https://sh.lianjia.com/ershoufang/107106384791.html,2室1厅,64.49平米,南,高楼层(共5层),精装,延长小区(闸北),大宁, 630万,"97,690元/平",1990年建,5个月以前发布,30人关注,板楼、近地铁、VR看装修、房本满五年
上海,满五+唯*一+无个税+两房+靠地铁+精装修,https://sh.lianjia.com/ershoufang/107106804743.html,2室2厅,91.08平米,南,24层,精装,普善新苑,大宁, 560万,"61,485元/平",1999年建,3个月以前发布,19人关注,塔楼、VR看装修、房本满五年
上海,四米三层高，复式，大两房，视野好，空间感好,https://sh.lianjia.com/ershoufang/107106692163.html,2室2厅,93.76平米,南,低楼层(共14层),精装,悦公馆(永和东路),大宁, 1020万,"108,789元/平",2010年建,4个月以前发布,5人关注,板楼、VR房源、房本满五年
上海,此房南北通格局，近地铁得房率高，配套齐全，全明户型,https://sh.lianjia.com/ershoufang/107106600112.html,2室1厅,53平米,南,高楼层(共6层),简装,上工新村,大宁, 450万,"84,906元/平",1982年建,4个月以前发布,5人关注,板楼、近地铁、VR房源、房本满五年
上海,上工新村 1室1厅 南,https://sh.lianjia.com/ershoufang/107107085092.html,1室1厅,38.28平米,南,高楼层(共6层),精装,上工新村,大宁, 350万,"91,432元/平",1982年建,2个月以前发布,0人关注,板楼、近地铁、VR房源、房本满两年
上海,必看房！高区三房、视野好、金茂物业、人车分流,https://sh.lianjia.com/ershoufang/107107094977.html,3室2厅,88.93平米,南,高楼层(共33层),精装,明园森林都市涵翠苑,大宁, 1070万,"120,320元/平",2013年建,2个月以前发布,22人关注,塔楼、VR房源、房本满两年
上海,次新一房+全明户型+卧室朝南+精装修拎包入住,https://sh.lianjia.com/ershoufang/107106881917.html,2室1厅,47.37平米,南,低楼层(共24层),精装,大宁龙盛雅苑,大宁, 489万,"103,230元/平",2012年建,3个月以前发布,7人关注,板楼、近地铁、VR看装修、房本满五年
上海,此房满五年 视野好 交通便利 近久光百货,https://sh.lianjia.com/ershoufang/107106983101.html,1室1厅,37.27平米,南,高楼层(共6层),简装,上工新村,大宁, 290万,"77,811元/平",1985年建,2个月以前发布,3人关注,板楼、近地铁、VR房源、房本满五年
上海,户型方正 产证满五 税少装修好 价格低,https://sh.lianjia.com/ershoufang/107107117506.html,2室1厅,86.85平米,南,低楼层(共24层),精装,明园森林都市滴翠苑,大宁, 770万,"88,659元/平",2007年建,2个月以前发布,13人关注,板楼、VR房源、房本满五年
上海,精装修，带个小院，可拎包入住，大宁商圈，久光百货,https://sh.lianjia.com/ershoufang/107107314225.html,1室1厅,36.3平米,南,低楼层(共6层),精装,上工新村,大宁, 323万,"88,981元/平",1982年建,1个月以前发布,2人关注,板楼、近地铁、VR看装修、房本满两年
上海,此房满五年，业主税费少，位置安静，采光无遮挡。,https://sh.lianjia.com/ershoufang/107106609997.html,1室1厅,36.14平米,南,6层,简装,童家浜小区,大宁, 330万,"91,312元/平",1983年建,4个月以前发布,5人关注,板楼、近地铁、VR看装修、房本满五年
上海,内环边，大宁电梯大两房，朝东大客厅，全明户型，满五,https://sh.lianjia.com/ershoufang/107106987029.html,2室2厅,106.86平米,南,低楼层(共25层),精装,金纺小区,大宁, 720万,"67,378元/平",1998年建,2个月以前发布,1人关注,塔楼、VR房源、房本满五年
上海,中间楼层，主卧朝南带正规厅，满五年，交通便利,https://sh.lianjia.com/ershoufang/107106689545.html,1室1厅,42.54平米,南,中楼层(共6层),简装,谈家桥路80弄,大宁, 319万,"74,989元/平",1986年建,4个月以前发布,2人关注,板楼、VR看装修、房本满五年
上海,层高四米三，复式大两房，全明，成熟配套,https://sh.lianjia.com/ershoufang/107107054218.html,2室2厅,93.76平米,南 北,低楼层(共14层),毛坯,悦公馆(永和东路),大宁, 1090万,"116,255元/平",2010年建,2个月以前发布,1人关注,板楼、近地铁、VR房源、房本满五年
上海,广茂苑高区经典两房+业主诚意出售+满五,https://sh.lianjia.com/ershoufang/107107262660.html,2室2厅,88.02平米,南,高楼层(共6层),简装,广茂苑,大宁, 680万,"77,256元/平",1998年建,1个月以前发布,3人关注,板楼、VR看装修、房本满五年
上海,静安府 大宁次新房 有车位 高区景观 南北直通 全明,https://sh.lianjia.com/ershoufang/107106684928.html,3室2厅,112.96平米,南 北,高楼层(共33层) ,精装,静安府西区,大宁, 1600万,"141,644元/平",,4个月以前发布,11人关注,板楼、VR看装修
上海,满五、省钱、采光好、得房率高、闹中取静！,https://sh.lianjia.com/ershoufang/107106702852.html,1室1厅,36.71平米,南,高楼层(共6层),简装,大宁新村,大宁, 260万,"70,826元/平",1985年建,4个月以前发布,4人关注,板楼、近地铁、VR看装修、房本满五年
上海,宁和小区 一房一厅 交通便利 紧靠大宁国际,https://sh.lianjia.com/ershoufang/107106175044.html,1室1厅,42.21平米,南,高楼层(共6层),简装,宁和小区,大宁, 398万,"94,291元/平",1992年建,7个月以前发布,16人关注,板楼、近地铁、VR房源、房本满五年
上海,谈家桥路163弄 1室1厅 南,https://sh.lianjia.com/ershoufang/107105730983.html,1室1厅,34.65平米,南,高楼层(共6层),简装,谈家桥路163弄,大宁, 245万,"70,708元/平",1988年建,10个月以前发布,14人关注,板楼、VR看装修、房本满两年
上海,近地铁、交通便利，有天井，业主诚意卖、急售,https://sh.lianjia.com/ershoufang/107106701240.html,2室1厅,35.09平米,东 南 西 北,低楼层(共7层),毛坯,中山北路805弄,大宁, 315万,"89,770元/平",1986年建,4个月以前发布,17人关注,板楼、近地铁、VR看装修、房本满两年
上海,99%满五年+售后公房+南北通全明户型+置换诚心出售,https://sh.lianjia.com/ershoufang/107107348500.html,2室1厅,68.83平米,南,中楼层(共7层),简装,粤秀苑,大宁, 490万,"71,190元/平",1997年建,1个月以前发布,0人关注,板楼、VR看装修
上海,共和新路2169弄 1室1厅 南,https://sh.lianjia.com/ershoufang/107107407377.html,1室1厅,32.81平米,南,中楼层(共5层),毛坯,共和新路2169弄,大宁, 260万,"79,245元/平",1978年建,23天以前发布,0人关注,板楼、近地铁、VR看装修
上海,19年次新高品质国际社区 干挂石材外立面 精装交付,https://sh.lianjia.com/ershoufang/107106907021.html,3室2厅,90.25平米,南 西,中楼层(共33层),精装,明园森林都市叠翠苑,大宁, 1250万,"138,505元/平",2019年建,3个月以前发布,24人关注,塔楼、VR看装修
上海,大宁板块，满五--一，边套全明户型，高区视野采光好,https://sh.lianjia.com/ershoufang/107106754474.html,2室1厅,109.27平米,南,高楼层(共20层),精装,欣武大厦,大宁, 830万,"75,959元/平",2000年建,3个月以前发布,4人关注,塔楼、近地铁、VR看装修
上海,三开间朝南全天采光，二手买进税费少，带车位,https://sh.lianjia.com/ershoufang/107106639423.html,2室1厅,92.66平米,南,低楼层(共16层),精装,新梅共和城,大宁, 998万,"107,706元/平",2005年建,4个月以前发布,7人关注,板楼、近地铁、VR房源
上海,大宁老牌品质标杆，飞机户型三房，带小院，采光一级棒,https://sh.lianjia.com/ershoufang/107107312991.html,3室2厅,130.79平米,南 北 西,低楼层(共15层),精装,福泰公寓,大宁, 1150万,"87,928元/平",2001年建,1个月以前发布,3人关注,板楼、近地铁、VR看装修
上海,边套南北户型，正规三房均可住人，诚意出售，必卖,https://sh.lianjia.com/ershoufang/107106867968.html,3室2厅,94.43平米,南 北,低楼层(共22层),精装,大宁金茂府,大宁, 1580万,"167,320元/平",2016年建,3个月以前发布,10人关注,板楼、VR房源
上海,恒温恒湿恒氧的科技住宅，24小时管家服务，品质小区,https://sh.lianjia.com/ershoufang/107107309033.html,3室2厅,95.28平米,南,中楼层(共22层),精装,大宁金茂府,大宁, 1588万,"166,667元/平",2016年建,1个月以前发布,5人关注,板楼、近地铁、VR看装修
上海,此房满五年，采光好，自住出租都很合适，一梯两户,https://sh.lianjia.com/ershoufang/107107109959.html,3室1厅,74.07平米,南,高楼层(共6层),精装,宁和小区,大宁, 698万,"94,236元/平",1992年建,2个月以前发布,2人关注,板楼、近地铁、VR看装修
上海,全新未入住！2022年次新房，仁恒品质，大宁顶流！,https://sh.lianjia.com/ershoufang/107106989664.html,3室2厅,106.19平米,南 北,低楼层(共18层),精装,仁恒静安世纪,大宁, 1340万,"126,189元/平",2022年建,2个月以前发布,35人关注,板楼、近地铁、VR看装修
上海,满五，采光好，得房高，诚意出售,https://sh.lianjia.com/ershoufang/107107136845.html,1室0厅,34.29平米,南,低楼层(共6层),简装,大宁新村,大宁, 295万,"86,031元/平",1986年建,1个月以前发布,1人关注,板楼、近地铁、VR看装修、房本满五年
上海,满五年 一房，全新精装修，房主诚售，随时看房,https://sh.lianjia.com/ershoufang/107105790157.html,1室0厅,38.11平米,南,低楼层(共5层),精装,广延路42弄,大宁, 310万,"81,344元/平",1978年建,9个月以前发布,1人关注,板楼、近地铁、VR看装修、房本满两年
上海,房子户型通风不错 采光全明！小区生活便利！,https://sh.lianjia.com/ershoufang/107106520130.html,1室0厅,31.74平米,南,高楼层(共6层),精装,洛川中路1100弄,大宁, 300万,"94,518元/平",1986年建,4个月以前发布,3人关注,板楼、VR看装修、房本满两年
上海,上大宁国际总价比较低的一室半，中间位置，带天井,https://sh.lianjia.com/ershoufang/107105997370.html,1室1厅,38.39平米,南,低楼层(共6层),精装,粤秀苑,大宁, 352万,"91,691元/平",1997年建,8个月以前发布,12人关注,板楼、VR房源、房本满五年
上海,延长小区(闸北) 1室1厅 南,https://sh.lianjia.com/ershoufang/107107171586.html,1室1厅,29.93平米,南,中楼层(共6层),精装,延长小区(闸北),大宁, 338万,"112,931元/平",1980年建,1个月以前发布,4人关注,板楼、近地铁、VR看装修、房本满五年
上海,精装地暖，闹中取静，配套齐全，诚意出售！,https://sh.lianjia.com/ershoufang/107105964248.html,1室0厅,34.16平米,南,高楼层(共6层),精装,大宁新村,大宁, 295万,"86,359元/平",1984年建,8个月以前发布,2人关注,板楼、近地铁、VR房源、房本满五年
上海,小户型，低总价，朝南一室半带天井，采光无遮挡,https://sh.lianjia.com/ershoufang/107106569995.html,1室1厅,40.72平米,南,低楼层(共6层),毛坯,广中西路818弄,大宁, 339万,"83,252元/平",1993年建,4个月以前发布,2人关注,板楼、VR看装修、房本满五年
上海,中内环 精装修 户型方正 价格可谈,https://sh.lianjia.com/ershoufang/107107021496.html,1室1厅,41.37平米,南,高楼层(共6层),精装,粤秀苑,大宁, 350万,"84,603元/平",1996年建,2个月以前发布,5人关注,板楼、VR房源、房本满五年
上海,内环地铁口满五年、精装修、得房率高、一室一厅有附加,https://sh.lianjia.com/ershoufang/107105916847.html,1室1厅,38.45平米,南,高楼层(共7层),精装,中山北路805弄,大宁, 315万,"81,925元/平",1986年建,9个月以前发布,66人关注,板楼、近地铁、VR看装修、房本满五年
上海,此房税费少，砖石楼层，看房随时，中间位置，三岁可用,https://sh.lianjia.com/ershoufang/107106672292.html,1室1厅,31.22平米,南,高楼层(共6层),精装,洛川中路1100弄,大宁, 275万,"88,085元/平",1985年建,4个月以前发布,12人关注,板楼、VR看装修、房本满五年
上海,好房-稀有边套户型-简单装修-拎包入住-满5年且只有1套,https://sh.lianjia.com/ershoufang/107106470343.html,1室1厅,35.34平米,南 北,高楼层(共6层),简装,柳营路1025弄,大宁, 298万,"84,324元/平",1985年建,4个月以前发布,12人关注,板楼、VR看装修、房本满五年
上海,总价低，出租方便，业主诚意卖，采光无遮挡，价格可谈,https://sh.lianjia.com/ershoufang/107106991236.html,1室1厅,30.95平米,南,高楼层(共6层),精装,洛川中路1100弄,大宁, 275万,"88,853元/平",1983年建,2个月以前发布,6人关注,板楼、VR看装修、房本满五年
上海,精装修，业主诚意，地铁口，视野好，户型好，好看房,https://sh.lianjia.com/ershoufang/107106783362.html,1室1厅,31.78平米,南,高楼层(共6层),精装,延长小区(闸北),大宁, 312万,"98,175元/平",1982年建,3个月以前发布,6人关注,板楼、近地铁、VR房源、房本满五年
上海,洛川中路960号 2室0厅 南 北,https://sh.lianjia.com/ershoufang/107107468838.html,2室0厅,46.17平米,南 北,6层 ,简装,洛川中路960号,大宁, 299万,"64,761元/平",,15天以前发布,1人关注,板楼、VR看装修
上海,低总价一室半+采光无遮挡通风好,https://sh.lianjia.com/ershoufang/107107295489.html,1室1厅,40.08平米,南,高楼层(共6层),简装,柳营路1025弄,大宁, 309万,"77,096元/平",1987年建,1个月以前发布,2人关注,板楼、VR看装修、随时看房
上海,大宁新村 1室1厅 南 北,https://sh.lianjia.com/ershoufang/107106731152.html,1室1厅,43.28平米,南 北,高楼层(共6层),简装,大宁新村,大宁, 346万,"79,945元/平",1986年建,3个月以前发布,2人关注,板楼、近地铁、VR看装修、随时看房
上海,永乐苑 2室2厅 南 北,https://sh.lianjia.com/ershoufang/107107099531.html,2室2厅,84.88平米,南 北,7层,简装,永乐苑,大宁, 820万,"96,607元/平",1998年建,2个月以前发布,3人关注,板楼、VR看装修
